"hour","offshore_f","offshore_g","onshore","pv_g","pv_c","river","lake","biogas1","biogas2","ocgt","ccgt","nuc","h2_ccgt","phs","battery1","battery4","electrolysis","hydrogen","SC","demand","ElecStr1","ElecStr4","Pump","hydrogen","elec_market","gas_market1","gas_market2","h2_market","OK"
"8370",0.00,20.44,57.92,0.00,0.00,3.43,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,82.02,0.00,0.00,-3.09,0.00,83.02,204.54,144.89,97.04,"OK"
"8371",0.00,21.57,57.59,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,85.78,0.00,0.00,-0.02,0.00,83.02,204.54,144.89,97.04,"OK"
"8372",0.00,22.42,56.86,0.00,0.00,2.88,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.70,0.00,4.57,0.00,86.16,0.00,0.00,0.00,0.00,83.02,204.54,144.89,97.04,"OK"
"8373",0.00,23.58,56.94,0.00,0.00,2.52,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,83.62,0.00,0.00,-2.72,0.00,83.02,204.54,144.89,97.04,"OK"
"8374",0.00,24.64,57.52,0.00,0.00,2.23,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.98,3.59,0.00,80.20,0.00,0.00,-6.20,0.00,70.98,204.54,144.89,97.04,"OK"
"8375",0.00,25.46,57.46,0.00,0.00,2.05,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,1.95,2.61,0.00,79.47,0.00,0.00,-6.20,0.00,70.98,204.54,144.89,97.04,"OK"
"8376",0.00,26.20,56.85,0.00,0.00,2.04,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,75.72,0.00,-0.40,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8377",0.00,26.85,56.45,0.00,0.00,1.68,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,7.20,0.00,0.00,71.63,0.00,-0.86,-6.20,-2.63,68.80,204.54,144.89,94.13,"OK"
"8378",0.00,27.07,57.18,0.00,0.00,1.64,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,66.57,0.00,-10.35,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8379",0.00,26.42,55.76,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,64.85,0.00,-9.96,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8380",0.00,25.69,54.96,0.00,0.00,1.61,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,64.00,0.00,-9.28,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8381",0.00,24.56,55.30,0.00,0.00,1.53,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,63.84,0.00,-8.56,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8382",0.00,22.16,53.41,0.00,0.00,1.72,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,63.41,0.00,-4.90,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8383",0.00,20.58,51.52,0.27,0.00,2.03,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,64.06,0.00,-1.36,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8384",0.00,20.40,46.58,4.84,0.00,2.49,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,3.88,0.69,0.00,66.24,0.00,0.00,-6.20,0.00,70.98,204.54,144.89,97.04,"OK"
"8385",0.00,20.74,45.08,11.52,0.00,2.69,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,69.47,0.00,-1.60,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8386",0.00,20.36,44.72,17.09,0.00,2.72,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,71.97,0.00,-3.94,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8387",0.00,19.09,42.35,21.97,0.00,2.57,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,74.16,0.00,-2.85,-6.20,0.00,68.80,204.54,144.89,94.13,"OK"
"8388",0.00,17.57,39.14,22.44,0.00,2.49,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,1.28,3.29,0.00,77.05,0.00,0.00,-6.20,0.00,70.98,204.54,144.89,97.04,"OK"
"8389",0.00,16.63,36.19,18.39,0.00,2.34,0.00,0.00,2.18,0.00,1.24,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,78.11,0.00,0.00,0.00,0.00,144.89,204.54,144.89,97.04,"OK"
"8390",0.00,16.10,33.84,11.02,0.00,2.34,0.00,0.00,15.55,0.00,8.86,3.31,2.80,0.00,0.00,0.00,0.00,9.47,0.00,78.28,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8391",0.00,15.80,32.87,3.49,0.00,2.03,0.00,0.00,15.55,0.00,8.86,3.31,10.44,0.00,0.00,0.00,0.00,22.88,0.00,76.82,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8392",0.00,15.47,33.04,0.00,0.00,2.29,0.00,0.00,15.55,0.00,8.86,3.31,11.47,0.00,0.00,0.00,0.00,24.69,0.00,74.44,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8393",0.00,14.64,31.46,0.00,0.00,2.50,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,1.93,0.00,26.04,0.00,74.94,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8394",0.00,13.43,28.94,0.00,0.00,2.85,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,9.52,0.00,26.04,0.00,79.16,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8395",0.00,12.00,26.12,0.00,0.00,2.99,5.86,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,12.16,0.00,26.04,0.00,83.55,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8396",0.00,10.98,23.65,0.00,0.00,2.75,0.00,9.25,15.55,3.70,8.86,3.31,12.24,7.20,0.00,12.16,0.00,26.04,0.00,84.86,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8397",0.00,10.73,21.77,0.00,0.00,2.36,0.00,40.12,15.55,16.05,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,82.53,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8398",0.00,11.05,20.63,0.00,0.00,2.26,0.00,6.15,15.55,2.46,8.86,3.31,12.24,7.20,0.00,10.44,0.00,26.04,0.00,78.46,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8399",0.00,11.64,20.61,0.00,0.00,2.10,0.00,47.11,15.55,18.85,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,77.62,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8400",0.00,12.25,21.09,0.00,0.00,1.97,0.00,25.16,15.55,10.06,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,76.99,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8401",0.00,12.64,21.31,0.00,0.00,1.59,0.00,33.65,15.55,13.46,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,73.42,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8402",0.00,12.63,20.93,0.00,0.00,1.49,0.00,4.23,15.55,1.69,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,68.35,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8403",0.00,12.70,20.42,0.00,0.00,1.50,0.00,1.66,15.55,0.67,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,66.90,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8404",0.00,12.91,20.27,0.00,0.00,1.49,0.00,0.00,15.55,0.00,8.86,3.31,12.24,7.17,0.00,0.00,0.00,26.04,0.00,66.25,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8405",0.00,13.24,20.64,0.00,0.00,1.49,0.00,0.13,15.55,0.05,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,67.04,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8406",0.00,13.72,21.12,0.00,0.00,1.61,2.35,0.00,15.55,0.00,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,70.42,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8407",0.00,14.06,21.50,0.76,0.00,2.03,0.00,14.56,15.55,5.83,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,75.79,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8408",0.00,14.34,21.34,7.99,0.00,2.55,1.44,0.00,15.55,0.00,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,79.27,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8409",0.00,13.81,19.63,18.30,0.00,2.62,0.00,0.00,15.55,0.00,8.86,3.31,12.24,3.09,0.00,0.00,0.00,26.04,0.00,81.86,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8410",0.00,12.61,18.14,27.93,0.00,2.67,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,82.85,0.00,-2.92,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"8411",0.00,11.97,18.33,32.84,0.00,2.44,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,83.58,0.00,-6.42,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"8412",0.00,11.88,19.99,34.23,0.00,2.23,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,84.52,0.00,-8.21,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"8413",0.00,11.73,21.43,30.41,0.00,2.12,0.00,0.00,15.55,0.00,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,86.38,0.00,-3.73,0.00,0.00,174.88,204.54,144.89,97.04,"OK"
"8414",0.00,11.41,22.31,21.67,0.00,2.07,0.00,0.00,15.55,0.00,8.86,3.31,12.24,4.88,0.00,0.00,0.00,26.04,0.00,86.75,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8415",0.00,11.97,25.77,9.12,0.00,2.14,0.00,29.28,15.55,11.71,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,85.13,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8416",0.00,12.39,29.86,0.07,0.00,2.34,0.00,1.78,15.55,0.71,8.86,3.31,12.24,7.20,0.00,6.04,0.00,26.04,0.00,83.03,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8417",0.00,11.90,30.89,0.00,0.00,2.53,0.00,38.12,15.55,15.25,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,84.99,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8418",0.00,10.95,30.08,0.00,0.00,2.86,0.00,47.86,15.55,19.14,8.86,3.31,12.24,3.05,0.00,0.00,0.00,26.04,0.00,90.49,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8419",0.00,9.83,28.41,0.00,0.00,3.08,3.29,62.40,15.55,24.96,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,93.99,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8420",0.00,8.74,26.34,0.00,0.00,2.79,5.04,62.40,15.55,24.96,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,92.28,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8421",0.00,7.26,23.03,0.00,0.00,2.29,12.86,46.68,15.55,18.67,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,88.52,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8422",0.00,5.82,19.62,0.00,0.00,2.16,12.86,48.52,15.55,19.41,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,84.28,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8423",0.00,4.97,17.00,0.00,0.00,2.04,12.86,53.57,15.55,21.43,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,82.70,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8424",0.00,4.57,15.29,0.00,0.00,1.97,12.86,25.33,15.55,10.13,8.86,3.31,12.24,0.00,0.00,12.16,0.00,26.04,0.00,81.40,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8425",0.00,4.20,13.86,0.00,0.00,1.66,12.86,52.14,15.55,20.86,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,77.85,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8426",0.00,3.67,13.01,0.00,0.00,1.48,12.86,43.95,15.55,17.58,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,73.01,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8427",0.00,3.62,13.07,0.00,0.00,1.50,12.86,40.18,15.55,16.07,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,71.53,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8428",0.00,3.83,13.09,0.00,0.00,1.51,12.86,37.72,15.55,15.09,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,70.79,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8429",0.00,3.71,13.37,0.00,0.00,1.57,12.86,36.87,15.55,14.75,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,70.67,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8430",0.00,3.32,13.87,0.00,0.00,1.62,12.86,41.22,15.55,16.49,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,72.57,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8431",0.00,3.00,14.70,1.23,0.00,2.01,12.86,48.05,15.55,19.22,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,77.43,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8432",0.00,2.82,15.39,10.02,0.00,2.57,0.44,62.40,15.55,24.96,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,80.62,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8433",0.00,2.50,15.90,20.97,0.00,2.63,0.00,40.83,15.55,16.33,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,82.75,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8434",0.00,2.15,16.65,30.09,0.00,2.62,0.00,19.45,15.55,7.78,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,83.70,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8435",0.00,1.94,17.05,35.13,0.00,2.50,0.00,0.00,15.55,0.00,8.86,3.31,12.24,3.28,0.00,0.00,0.00,26.04,0.00,84.32,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8436",0.00,1.92,17.38,34.24,0.00,2.45,0.00,10.88,15.55,4.35,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,84.76,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8437",0.00,1.93,17.63,27.85,0.00,2.27,0.00,31.22,15.55,12.49,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,86.57,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8438",0.00,2.12,18.02,16.48,0.00,2.16,12.86,27.83,15.55,11.13,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,87.18,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8439",0.00,2.64,20.10,4.47,0.00,1.96,12.86,48.09,15.55,19.24,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,85.67,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8440",0.00,3.34,24.06,0.00,0.00,2.05,12.86,42.24,15.55,16.90,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,83.62,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8441",0.00,4.04,26.98,0.00,0.00,2.33,12.86,19.27,15.55,7.71,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,85.53,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8442",0.00,4.94,29.15,0.00,0.00,2.64,4.79,62.40,15.55,24.96,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,90.89,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8443",0.00,6.17,30.87,0.00,0.00,2.98,12.86,43.57,15.55,17.43,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,94.72,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8444",0.00,7.68,32.97,0.00,0.00,2.67,12.86,31.42,15.55,12.57,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,93.16,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8445",0.00,9.64,35.77,0.00,0.00,2.28,0.00,43.71,15.55,17.49,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,89.59,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8446",0.00,11.42,37.56,0.00,0.00,2.06,2.85,0.00,15.55,0.00,8.86,3.31,12.24,7.20,0.00,0.00,0.00,26.04,0.00,85.51,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8447",0.00,12.44,37.68,0.00,0.00,1.99,0.00,0.00,15.55,0.00,8.86,3.31,12.24,6.90,0.00,0.00,0.00,26.04,0.00,83.42,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8448",0.00,12.68,36.85,0.00,0.00,1.91,0.00,15.36,15.55,6.15,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,82.00,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8449",0.00,12.39,35.66,0.00,0.00,1.73,0.00,10.58,15.55,4.23,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,78.42,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8450",0.00,11.85,34.95,0.00,0.00,1.57,0.00,1.70,15.55,0.68,8.86,3.31,12.24,0.00,0.00,0.00,0.00,26.04,0.00,73.47,0.00,0.00,0.00,0.00,204.54,204.54,144.89,97.04,"OK"
"8451",0.00,11.52,34.74,0.00,0.00,1.44,0.00,0.00,15.55,0.00,8.86,3.31,12.03,0.00,0.00,0.00,0.00,25.68,0.00,71.90,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8452",0.00,11.36,35.52,0.00,0.00,1.42,0.00,0.00,15.55,0.00,8.86,3.31,10.41,0.00,0.00,0.00,0.00,22.83,0.00,70.88,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8453",0.00,11.91,36.97,0.00,0.00,1.45,0.00,0.00,15.55,0.00,8.86,3.31,8.40,0.00,0.00,0.00,0.00,19.30,0.00,70.90,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8454",0.00,12.80,38.75,0.00,0.00,1.50,0.00,0.00,15.55,0.00,8.86,3.31,7.49,0.00,0.00,0.00,0.00,17.70,0.00,72.71,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8455",0.00,13.85,40.13,1.05,0.00,1.70,0.00,0.00,15.55,0.00,8.86,3.31,8.50,0.00,0.00,0.00,0.00,19.48,0.00,77.40,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8456",0.00,14.52,40.17,15.45,0.00,1.90,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,80.58,0.00,0.00,-3.63,0.00,165.67,204.54,144.89,97.04,"OK"
"8457",0.00,14.67,40.46,34.78,0.00,2.03,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,4.57,0.00,0.00,82.78,0.00,-0.18,-6.20,0.00,70.98,204.54,144.89,97.04,"OK"
"8458",0.00,14.47,40.97,48.75,0.00,2.11,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,5.67,0.00,0.00,83.67,0.00,-12.16,-6.20,-1.11,68.80,204.54,144.89,94.13,"OK"
"8459",0.00,14.38,42.28,54.94,0.00,1.86,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,10.68,0.00,0.00,84.17,0.00,-12.16,-6.20,-6.11,68.80,204.54,144.89,94.13,"OK"
"8460",0.00,14.69,45.58,53.42,0.00,1.74,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,11.69,0.00,0.00,84.78,0.00,-12.16,-6.20,-7.13,68.80,204.54,144.89,94.13,"OK"
"8461",0.00,15.15,48.13,44.84,0.00,1.76,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,6.19,0.00,0.00,86.57,0.00,-12.16,-6.20,-1.62,68.80,204.54,144.89,94.13,"OK"
"8462",0.00,15.92,49.51,30.09,0.00,1.65,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,1.36,3.20,0.00,87.24,0.00,-5.23,-6.20,0.00,70.98,204.54,144.89,97.04,"OK"
"8463",0.00,17.35,53.33,10.29,0.00,1.53,0.00,0.00,10.38,0.00,5.92,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,85.54,0.00,0.00,-6.20,0.00,144.89,204.54,144.89,97.04,"OK"
"8464",0.00,19.15,58.93,0.01,0.00,1.59,0.00,0.00,11.90,0.00,6.78,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,83.57,0.00,0.00,-6.20,0.00,144.89,204.54,144.89,97.04,"OK"
"8465",0.00,20.38,60.73,0.00,0.00,1.82,0.00,0.00,9.61,0.00,5.48,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,85.52,0.00,0.00,-6.20,0.00,144.89,204.54,144.89,97.04,"OK"
"8466",0.00,20.94,59.26,0.00,0.00,2.24,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,91.00,0.00,0.00,-3.61,0.00,165.67,204.54,144.89,97.04,"OK"
"8467",0.00,21.11,57.03,0.00,0.00,2.49,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,2.11,0.00,4.57,0.00,94.90,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8468",0.00,20.93,53.86,0.00,0.00,2.34,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,3.99,0.00,4.57,0.00,93.29,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8469",0.00,20.51,51.09,0.00,0.00,1.94,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,4.06,0.00,4.57,0.00,89.76,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8470",0.00,19.99,48.41,0.00,0.00,1.64,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,3.54,0.00,4.57,0.00,85.75,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8471",0.00,19.18,45.37,0.00,0.00,1.64,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,5.49,0.00,4.57,0.00,83.86,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8472",0.00,18.38,42.42,0.00,0.00,1.57,0.00,0.00,15.55,0.00,8.86,3.31,0.00,0.00,0.00,7.97,0.00,4.57,0.00,82.51,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8473",0.00,17.88,40.16,0.00,0.00,1.45,0.00,0.00,15.55,0.00,8.86,3.31,0.30,0.00,0.00,6.90,0.00,5.09,0.00,78.86,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8474",0.00,17.85,39.34,0.00,0.00,1.44,0.00,0.00,15.55,0.00,8.86,3.31,3.06,0.00,0.00,0.00,0.00,9.94,0.00,73.87,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8475",0.00,17.63,38.12,0.00,0.00,1.33,0.00,0.00,15.55,0.00,8.86,3.31,2.96,0.00,0.00,0.00,0.00,9.76,0.00,72.21,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8476",0.00,17.43,37.25,0.00,0.00,1.32,0.00,0.00,15.55,0.00,8.86,3.31,3.05,0.00,0.00,0.00,0.00,9.91,0.00,71.21,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8477",0.00,17.43,36.65,0.00,0.00,1.31,0.00,0.00,15.55,0.00,8.86,3.31,3.64,0.00,0.00,0.00,0.00,10.95,0.00,71.20,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8478",0.00,17.31,34.82,0.00,0.00,1.42,0.00,0.00,15.55,0.00,8.86,3.31,7.21,0.00,0.00,0.00,0.00,17.22,0.00,72.93,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8479",0.00,17.04,32.66,1.35,0.00,1.58,0.00,0.00,15.55,0.00,8.86,3.31,0.98,0.00,0.00,12.16,0.00,6.29,0.00,77.96,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8480",0.00,16.71,31.18,17.26,0.00,1.60,0.00,0.00,15.55,0.00,8.86,3.31,2.35,0.00,0.00,0.00,0.00,8.69,0.00,81.28,0.00,0.00,0.00,0.00,170.25,204.54,144.89,97.04,"OK"
"8481",0.00,16.08,28.53,38.91,0.00,1.78,0.00,0.00,10.02,0.00,5.71,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,83.45,0.00,-4.67,-6.20,0.00,144.89,204.54,144.89,97.04,"OK"
"8482",0.00,15.16,27.97,54.38,0.00,1.93,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,4.57,0.00,84.45,0.00,-12.11,-6.20,0.00,144.89,204.54,144.89,97.04,"OK"
